#1.0.0,,,,,,,,,,,,
keyword,foma3x,foma2x,foma1x,pdc2,pdc1,win,cdma,sb3g,will,em,iphone,pc
רµ,;,;,;,;,;,"<img localsrc=""306"" />","<img localsrc=""306"" />",&#xe014;,;,&#xe654;,"<img src=""/glyph/docomo/UE654.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE654.gif"" width=""16"" height=""16"" />"
&#xe655;,;,;,;,ר¶,ר¶,"<img localsrc=""220"" />","<img localsrc=""220"" />",&#xe015;,ר¶,;,"<img src=""/glyph/docomo/UE655.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE655.gif"" width=""16"" height=""16"" />"
&#xE655;,;,;,;,ר¶,ר¶,"<img localsrc=""220"" />","<img localsrc=""220"" />",&#xe015;,ר¶,;,"<img src=""/glyph/docomo/UE655.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE655.gif"" width=""16"" height=""16"" />"
&#63670;,&#xe655;,&#xe655;,&#xe655;,ר¶,ר¶,"<img localsrc=""220"" />","<img localsrc=""220"" />",&#xe015;,ר¶,&#xe655;,"<img src=""/glyph/docomo/UE655.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE655.gif"" width=""16"" height=""16"" />"
ר¶,;,;,;,;,;,"<img localsrc=""220"" />","<img localsrc=""220"" />",&#xe015;,;,&#xe655;,"<img src=""/glyph/docomo/UE655.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE655.gif"" width=""16"" height=""16"" />"
&#xe656;,;,;,;,ר·,ר·,"<img localsrc=""219"" />","<img localsrc=""219"" />",&#xe018;,ר·,;,"<img src=""/glyph/docomo/UE656.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE656.gif"" width=""16"" height=""16"" />"
&#xE656;,;,;,;,ר·,ר·,"<img localsrc=""219"" />","<img localsrc=""219"" />",&#xe018;,ר·,;,"<img src=""/glyph/docomo/UE656.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE656.gif"" width=""16"" height=""16"" />"
&#63671;,&#xe656;,&#xe656;,&#xe656;,ר·,ר·,"<img localsrc=""219"" />","<img localsrc=""219"" />",&#xe018;,ר·,&#xe656;,"<img src=""/glyph/docomo/UE656.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE656.gif"" width=""16"" height=""16"" />"
ר·,;,;,;,;,;,"<img localsrc=""219"" />","<img localsrc=""219"" />",&#xe018;,;,&#xe656;,"<img src=""/glyph/docomo/UE656.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE656.gif"" width=""16"" height=""16"" />"
&#xe657;,;,;,;,ר¸,ר¸,"<img localsrc=""421"" />","<img localsrc=""421"" />",&#xe013;,ר¸,;,"<img src=""/glyph/docomo/UE657.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE657.gif"" width=""16"" height=""16"" />"
&#xE657;,;,;,;,ר¸,ר¸,"<img localsrc=""421"" />","<img localsrc=""421"" />",&#xe013;,ר¸,;,"<img src=""/glyph/docomo/UE657.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE657.gif"" width=""16"" height=""16"" />"
&#63672;,&#xe657;,&#xe657;,&#xe657;,ר¸,ר¸,"<img localsrc=""421"" />","<img localsrc=""421"" />",&#xe013;,ר¸,&#xe657;,"<img src=""/glyph/docomo/UE657.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE657.gif"" width=""16"" height=""16"" />"
ר¸,;,;,;,;,;,"<img localsrc=""421"" />","<img localsrc=""421"" />",&#xe013;,;,&#xe657;,"<img src=""/glyph/docomo/UE657.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE657.gif"" width=""16"" height=""16"" />"
&#xe658;,;,;,;,ר¹,ר¹,"<img localsrc=""307"" />","<img localsrc=""307"" />",&#xe42a;,ר¹,;,"<img src=""/glyph/docomo/UE658.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE658.gif"" width=""16"" height=""16"" />"
&#xE658;,;,;,;,ר¹,ר¹,"<img localsrc=""307"" />","<img localsrc=""307"" />",&#xe42a;,ר¹,;,"<img src=""/glyph/docomo/UE658.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE658.gif"" width=""16"" height=""16"" />"
&#63673;,&#xe658;,&#xe658;,&#xe658;,ר¹,ר¹,"<img localsrc=""307"" />","<img localsrc=""307"" />",&#xe42a;,ר¹,&#xe658;,"<img src=""/glyph/docomo/UE658.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE658.gif"" width=""16"" height=""16"" />"
ר¹,;,;,;,;,;,"<img localsrc=""307"" />","<img localsrc=""307"" />",&#xe42a;,;,&#xe658;,"<img src=""/glyph/docomo/UE658.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE658.gif"" width=""16"" height=""16"" />"
&#xe659;,;,;,;,ר÷,ר÷,"<img localsrc=""222"" />","<img localsrc=""222"" />",&#xe132;,ר÷,;,"<img src=""/glyph/docomo/UE659.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE659.gif"" width=""16"" height=""16"" />"
&#xE659;,;,;,;,ר÷,ר÷,"<img localsrc=""222"" />","<img localsrc=""222"" />",&#xe132;,ר÷,;,"<img src=""/glyph/docomo/UE659.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE659.gif"" width=""16"" height=""16"" />"
&#63674;,&#xe659;,&#xe659;,&#xe659;,ר÷,ר÷,"<img localsrc=""222"" />","<img localsrc=""222"" />",&#xe132;,ר÷,&#xe659;,"<img src=""/glyph/docomo/UE659.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE659.gif"" width=""16"" height=""16"" />"
ר÷,;,;,;,;,;,"<img localsrc=""222"" />","<img localsrc=""222"" />",&#xe132;,;,&#xe659;,"<img src=""/glyph/docomo/UE659.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE659.gif"" width=""16"" height=""16"" />"
&#xe65a;,;,;,;,ר»,ר»,"<img localsrc=""308"" />","<img localsrc=""308"" />",&#xe141;,ר»,;,"<img src=""/glyph/docomo/UE65A.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE65A.gif"" width=""16"" height=""16"" />"
&#xE65A;,;,;,;,ר»,ר»,"<img localsrc=""308"" />","<img localsrc=""308"" />",&#xe141;,ר»,;,"<img src=""/glyph/docomo/UE65A.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE65A.gif"" width=""16"" height=""16"" />"
&#63675;,&#xe65a;,&#xe65a;,&#xe65a;,ר»,ר»,"<img localsrc=""308"" />","<img localsrc=""308"" />",&#xe141;,ר»,&#xe65a;,"<img src=""/glyph/docomo/UE65A.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE65A.gif"" width=""16"" height=""16"" />"
ר»,;,;,;,;,;,"<img localsrc=""308"" />","<img localsrc=""308"" />",&#xe141;,;,&#xe65a;,"<img src=""/glyph/docomo/UE65A.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE65A.gif"" width=""16"" height=""16"" />"
&#xe65b;,;,;,;,ר¼,ר¼,"<img localsrc=""172"" />","<img localsrc=""172"" />",&#xe01e;,ר¼,;,"<img src=""/glyph/docomo/UE65B.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE65B.gif"" width=""16"" height=""16"" />"
&#xE65B;,;,;,;,ר¼,ר¼,"<img localsrc=""172"" />","<img localsrc=""172"" />",&#xe01e;,ר¼,;,"<img src=""/glyph/docomo/UE65B.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE65B.gif"" width=""16"" height=""16"" />"
&#63676;,&#xe65b;,&#xe65b;,&#xe65b;,ר¼,ר¼,"<img localsrc=""172"" />","<img localsrc=""172"" />",&#xe01e;,ר¼,&#xe65b;,"<img src=""/glyph/docomo/UE65B.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE65B.gif"" width=""16"" height=""16"" />"
ר¼,;,;,;,;,;,"<img localsrc=""172"" />","<img localsrc=""172"" />",&#xe01e;,;,&#xe65b;,"<img src=""/glyph/docomo/UE65B.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE65B.gif"" width=""16"" height=""16"" />"
&#xe65c;,;,;,;,ר½,ר½,"<img localsrc=""341"" />","<img localsrc=""341"" />",&#xe434;,ר½,;,"<img src=""/glyph/docomo/UE65C.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE65C.gif"" width=""16"" height=""16"" />"
&#xE65C;,;,;,;,ר½,ר½,"<img localsrc=""341"" />","<img localsrc=""341"" />",&#xe434;,ר½,;,"<img src=""/glyph/docomo/UE65C.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE65C.gif"" width=""16"" height=""16"" />"
&#63677;,&#xe65c;,&#xe65c;,&#xe65c;,ר½,ר½,"<img localsrc=""341"" />","<img localsrc=""341"" />",&#xe434;,ר½,&#xe65c;,"<img src=""/glyph/docomo/UE65C.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE65C.gif"" width=""16"" height=""16"" />"
ר½,;,;,;,;,;,"<img localsrc=""341"" />","<img localsrc=""341"" />",&#xe434;,;,&#xe65c;,"<img src=""/glyph/docomo/UE65C.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE65C.gif"" width=""16"" height=""16"" />"
&#xe65d;,;,;,;,ר¾,ר¾,"<img localsrc=""217"" />","<img localsrc=""217"" />",&#xe01f;,ר¾,;,"<img src=""/glyph/docomo/UE65D.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE65D.gif"" width=""16"" height=""16"" />"
&#xE65D;,;,;,;,ר¾,ר¾,"<img localsrc=""217"" />","<img localsrc=""217"" />",&#xe01f;,ר¾,;,"<img src=""/glyph/docomo/UE65D.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE65D.gif"" width=""16"" height=""16"" />"
&#63678;,&#xe65d;,&#xe65d;,&#xe65d;,ר¾,ר¾,"<img localsrc=""217"" />","<img localsrc=""217"" />",&#xe01f;,ר¾,&#xe65d;,"<img src=""/glyph/docomo/UE65D.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE65D.gif"" width=""16"" height=""16"" />"
ר¾,;,;,;,;,;,"<img localsrc=""217"" />","<img localsrc=""217"" />",&#xe01f;,;,&#xe65d;,"<img src=""/glyph/docomo/UE65D.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE65D.gif"" width=""16"" height=""16"" />"
&#xe65e;,;,;,;,ר¿,ר¿,"<img localsrc=""125"" />","<img localsrc=""125"" />",&#xe15a;,ר¿,;,"<img src=""/glyph/docomo/UE65E.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE65E.gif"" width=""16"" height=""16"" />"
&#xE65E;,;,;,;,ר¿,ר¿,"<img localsrc=""125"" />","<img localsrc=""125"" />",&#xe15a;,ר¿,;,"<img src=""/glyph/docomo/UE65E.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE65E.gif"" width=""16"" height=""16"" />"
&#63679;,&#xe65e;,&#xe65e;,&#xe65e;,ר¿,ר¿,"<img localsrc=""125"" />","<img localsrc=""125"" />",&#xe15a;,ר¿,&#xe65e;,"<img src=""/glyph/docomo/UE65E.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE65E.gif"" width=""16"" height=""16"" />"
ר¿,;,;,;,;,;,"<img localsrc=""125"" />","<img localsrc=""125"" />",&#xe15a;,;,&#xe65e;,"<img src=""/glyph/docomo/UE65E.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE65E.gif"" width=""16"" height=""16"" />"
&#xe65f;,;,;,;,רְ,רְ,"<img localsrc=""125"" />","<img localsrc=""125"" />",&#xe01b;,רְ,;,"<img src=""/glyph/docomo/UE65F.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE65F.gif"" width=""16"" height=""16"" />"
&#xE65F;,;,;,;,רְ,רְ,"<img localsrc=""125"" />","<img localsrc=""125"" />",&#xe01b;,רְ,;,"<img src=""/glyph/docomo/UE65F.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE65F.gif"" width=""16"" height=""16"" />"
&#63680;,&#xe65f;,&#xe65f;,&#xe65f;,רְ,רְ,"<img localsrc=""125"" />","<img localsrc=""125"" />",&#xe01b;,רְ,&#xe65f;,"<img src=""/glyph/docomo/UE65F.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE65F.gif"" width=""16"" height=""16"" />"
רְ,;,;,;,;,;,"<img localsrc=""125"" />","<img localsrc=""125"" />",&#xe01b;,;,&#xe65f;,"<img src=""/glyph/docomo/UE65F.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE65F.gif"" width=""16"" height=""16"" />"
&#xe660;,;,;,;,רֱ,רֱ,"<img localsrc=""216"" />","<img localsrc=""216"" />",&#xe159;,רֱ,;,"<img src=""/glyph/docomo/UE660.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE660.gif"" width=""16"" height=""16"" />"
&#xE660;,;,;,;,רֱ,רֱ,"<img localsrc=""216"" />","<img localsrc=""216"" />",&#xe159;,רֱ,;,"<img src=""/glyph/docomo/UE660.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE660.gif"" width=""16"" height=""16"" />"
&#63681;,&#xe660;,&#xe660;,&#xe660;,רֱ,רֱ,"<img localsrc=""216"" />","<img localsrc=""216"" />",&#xe159;,רֱ,&#xe660;,"<img src=""/glyph/docomo/UE660.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE660.gif"" width=""16"" height=""16"" />"
רֱ,;,;,;,;,;,"<img localsrc=""216"" />","<img localsrc=""216"" />",&#xe159;,;,&#xe660;,"<img src=""/glyph/docomo/UE660.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE660.gif"" width=""16"" height=""16"" />"
&#xe661;,;,;,;,רֲ,רֲ,"<img localsrc=""379"" />","<img localsrc=""379"" />",&#xe202;,רֲ,;,"<img src=""/glyph/docomo/UE661.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE661.gif"" width=""16"" height=""16"" />"
&#xE661;,;,;,;,רֲ,רֲ,"<img localsrc=""379"" />","<img localsrc=""379"" />",&#xe202;,רֲ,;,"<img src=""/glyph/docomo/UE661.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE661.gif"" width=""16"" height=""16"" />"
&#63682;,&#xe661;,&#xe661;,&#xe661;,רֲ,רֲ,"<img localsrc=""379"" />","<img localsrc=""379"" />",&#xe202;,רֲ,&#xe661;,"<img src=""/glyph/docomo/UE661.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE661.gif"" width=""16"" height=""16"" />"
רֲ,;,;,;,;,;,"<img localsrc=""379"" />","<img localsrc=""379"" />",&#xe202;,;,&#xe661;,"<img src=""/glyph/docomo/UE661.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE661.gif"" width=""16"" height=""16"" />"
&#xe662;,;,;,;,רֳ,רֳ,"<img localsrc=""168"" />","<img localsrc=""168"" />",&#xe01d;,רֳ,;,"<img src=""/glyph/docomo/UE662.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE662.gif"" width=""16"" height=""16"" />"
&#xE662;,;,;,;,רֳ,רֳ,"<img localsrc=""168"" />","<img localsrc=""168"" />",&#xe01d;,רֳ,;,"<img src=""/glyph/docomo/UE662.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE662.gif"" width=""16"" height=""16"" />"
&#63683;,&#xe662;,&#xe662;,&#xe662;,רֳ,רֳ,"<img localsrc=""168"" />","<img localsrc=""168"" />",&#xe01d;,רֳ,&#xe662;,"<img src=""/glyph/docomo/UE662.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE662.gif"" width=""16"" height=""16"" />"
רֳ,;,;,;,;,;,"<img localsrc=""168"" />","<img localsrc=""168"" />",&#xe01d;,;,&#xe662;,"<img src=""/glyph/docomo/UE662.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE662.gif"" width=""16"" height=""16"" />"
&#xe663;,;,;,;,רִ,רִ,"<img localsrc=""112"" />","<img localsrc=""112"" />",&#xe036;,רִ,;,"<img src=""/glyph/docomo/UE663.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE663.gif"" width=""16"" height=""16"" />"
&#xE663;,;,;,;,רִ,רִ,"<img localsrc=""112"" />","<img localsrc=""112"" />",&#xe036;,רִ,;,"<img src=""/glyph/docomo/UE663.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE663.gif"" width=""16"" height=""16"" />"
&#63684;,&#xe663;,&#xe663;,&#xe663;,רִ,רִ,"<img localsrc=""112"" />","<img localsrc=""112"" />",&#xe036;,רִ,&#xe663;,"<img src=""/glyph/docomo/UE663.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE663.gif"" width=""16"" height=""16"" />"
רִ,;,;,;,;,;,"<img localsrc=""112"" />","<img localsrc=""112"" />",&#xe036;,;,&#xe663;,"<img src=""/glyph/docomo/UE663.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE663.gif"" width=""16"" height=""16"" />"
&#xe664;,;,;,;,רֵ,רֵ,"<img localsrc=""156"" />","<img localsrc=""156"" />",&#xe038;,רֵ,;,"<img src=""/glyph/docomo/UE664.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE664.gif"" width=""16"" height=""16"" />"
&#xE664;,;,;,;,רֵ,רֵ,"<img localsrc=""156"" />","<img localsrc=""156"" />",&#xe038;,רֵ,;,"<img src=""/glyph/docomo/UE664.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE664.gif"" width=""16"" height=""16"" />"
&#63685;,&#xe664;,&#xe664;,&#xe664;,רֵ,רֵ,"<img localsrc=""156"" />","<img localsrc=""156"" />",&#xe038;,רֵ,&#xe664;,"<img src=""/glyph/docomo/UE664.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE664.gif"" width=""16"" height=""16"" />"
רֵ,;,;,;,;,;,"<img localsrc=""156"" />","<img localsrc=""156"" />",&#xe038;,;,&#xe664;,"<img src=""/glyph/docomo/UE664.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE664.gif"" width=""16"" height=""16"" />"
&#xe665;,;,;,;,רֶ,רֶ,"<img localsrc=""375"" />","<img localsrc=""375"" />",&#xe153;,רֶ,;,"<img src=""/glyph/docomo/UE665.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE665.gif"" width=""16"" height=""16"" />"
&#xE665;,;,;,;,רֶ,רֶ,"<img localsrc=""375"" />","<img localsrc=""375"" />",&#xe153;,רֶ,;,"<img src=""/glyph/docomo/UE665.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE665.gif"" width=""16"" height=""16"" />"
&#63686;,&#xe665;,&#xe665;,&#xe665;,רֶ,רֶ,"<img localsrc=""375"" />","<img localsrc=""375"" />",&#xe153;,רֶ,&#xe665;,"<img src=""/glyph/docomo/UE665.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE665.gif"" width=""16"" height=""16"" />"
רֶ,;,;,;,;,;,"<img localsrc=""375"" />","<img localsrc=""375"" />",&#xe153;,;,&#xe665;,"<img src=""/glyph/docomo/UE665.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE665.gif"" width=""16"" height=""16"" />"
&#xe666;,;,;,;,רַ,רַ,"<img localsrc=""376"" />","<img localsrc=""376"" />",&#xe155;,רַ,;,"<img src=""/glyph/docomo/UE666.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE666.gif"" width=""16"" height=""16"" />"
&#xE666;,;,;,;,רַ,רַ,"<img localsrc=""376"" />","<img localsrc=""376"" />",&#xe155;,רַ,;,"<img src=""/glyph/docomo/UE666.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE666.gif"" width=""16"" height=""16"" />"
&#63687;,&#xe666;,&#xe666;,&#xe666;,רַ,רַ,"<img localsrc=""376"" />","<img localsrc=""376"" />",&#xe155;,רַ,&#xe666;,"<img src=""/glyph/docomo/UE666.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE666.gif"" width=""16"" height=""16"" />"
רַ,;,;,;,;,;,"<img localsrc=""376"" />","<img localsrc=""376"" />",&#xe155;,;,&#xe666;,"<img src=""/glyph/docomo/UE666.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE666.gif"" width=""16"" height=""16"" />"
&#xe667;,;,;,;,רָ,רָ,"<img localsrc=""212"" />","<img localsrc=""212"" />",&#xe14d;,רָ,;,"<img src=""/glyph/docomo/UE667.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE667.gif"" width=""16"" height=""16"" />"
&#xE667;,;,;,;,רָ,רָ,"<img localsrc=""212"" />","<img localsrc=""212"" />",&#xe14d;,רָ,;,"<img src=""/glyph/docomo/UE667.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE667.gif"" width=""16"" height=""16"" />"
&#63688;,&#xe667;,&#xe667;,&#xe667;,רָ,רָ,"<img localsrc=""212"" />","<img localsrc=""212"" />",&#xe14d;,רָ,&#xe667;,"<img src=""/glyph/docomo/UE667.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE667.gif"" width=""16"" height=""16"" />"
רָ,;,;,;,;,;,"<img localsrc=""212"" />","<img localsrc=""212"" />",&#xe14d;,;,&#xe667;,"<img src=""/glyph/docomo/UE667.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE667.gif"" width=""16"" height=""16"" />"
&#xe668;,;,;,;,רֹ,רֹ,"<img localsrc=""205"" />","<img localsrc=""205"" />",&#xe154;,רֹ,;,"<img src=""/glyph/docomo/UE668.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE668.gif"" width=""16"" height=""16"" />"
&#xE668;,;,;,;,רֹ,רֹ,"<img localsrc=""205"" />","<img localsrc=""205"" />",&#xe154;,רֹ,;,"<img src=""/glyph/docomo/UE668.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE668.gif"" width=""16"" height=""16"" />"
&#63689;,&#xe668;,&#xe668;,&#xe668;,רֹ,רֹ,"<img localsrc=""205"" />","<img localsrc=""205"" />",&#xe154;,רֹ,&#xe668;,"<img src=""/glyph/docomo/UE668.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE668.gif"" width=""16"" height=""16"" />"
רֹ,;,;,;,;,;,"<img localsrc=""205"" />","<img localsrc=""205"" />",&#xe154;,;,&#xe668;,"<img src=""/glyph/docomo/UE668.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE668.gif"" width=""16"" height=""16"" />"
&#xe669;,;,;,;,רÊ,רÊ,"<img localsrc=""378"" />","<img localsrc=""378"" />",&#xe158;,רÊ,;,"<img src=""/glyph/docomo/UE669.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE669.gif"" width=""16"" height=""16"" />"
&#xE669;,;,;,;,רÊ,רÊ,"<img localsrc=""378"" />","<img localsrc=""378"" />",&#xe158;,רÊ,;,"<img src=""/glyph/docomo/UE669.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE669.gif"" width=""16"" height=""16"" />"
&#63690;,&#xe669;,&#xe669;,&#xe669;,רÊ,רÊ,"<img localsrc=""378"" />","<img localsrc=""378"" />",&#xe158;,רÊ,&#xe669;,"<img src=""/glyph/docomo/UE669.gif"" width=""16"" height=""16"" ra:convert=""no"" />","<img src=""/glyph/docomo/UE669.gif"" width=""16"" height=""16"" />"
